id,full_name,owner,repo_name,html_url,created_at,updated_at,pushed_at,size,language,forks_count,stargazers_count,watchers_count,has_issues,archived,disabled,fork,num_contributors,sbom_flag,exclusion_reason,num_commits,num_buggy_commits,lifetime_days,num_languages,num_stars,main_language,num_files,num_methods,num_buggy_files,num_buggy_methods,num_bugs
363,apache#eventmesh,apache,eventmesh,https://github.com/apache/eventmesh,2019-09-16T03:04:56Z,2025-05-30T12:31:05Z,2025-05-09T06:20:47Z,127583,Java,636,1646,1646,True,False,False,False,338,True,,4838,2563,2062,6,1646,Java,1861,13582,5728,10987,9
364,apache#bifromq,apache,bifromq,https://github.com/apache/bifromq,2023-05-29T07:27:30Z,2025-05-31T15:33:39Z,2025-05-30T06:43:03Z,125525,Java,69,661,661,True,False,False,False,9,True,,662,79,739,1,661,Java,1586,13017,3618,8661,0
365,apache#skywalking,apache,skywalking,https://github.com/apache/skywalking,2015-11-07T03:30:36Z,2025-06-02T10:32:53Z,2025-05-30T07:49:21Z,130003,Java,6587,24339,24339,True,False,False,False,387,True,,8299,4865,3499,8,24339,Java,2150,42176,15767,25051,0
366,apache#rocketmq-spring,apache,rocketmq-spring,https://github.com/apache/rocketmq-spring,2018-10-15T06:07:53Z,2025-06-01T08:30:12Z,2025-03-19T13:17:52Z,6861,Java,924,2186,2186,True,False,False,False,65,True,,376,200,2295,1,2186,Java,100,611,154,583,0
367,apache#dubbo-kubernetes,apache,dubbo-kubernetes,https://github.com/apache/dubbo-kubernetes,2018-07-17T09:31:28Z,2025-06-02T04:48:24Z,2025-06-02T04:48:52Z,79676,Go,81,183,183,True,False,False,False,94,True,,2219,892,2702,4,183,Go,942,14006,5454,4922,0
368,apache#opennlp,apache,opennlp,https://github.com/apache/opennlp,2011-11-09T08:00:09Z,2025-06-02T07:17:48Z,2025-06-02T07:17:48Z,85056,Java,479,1513,1513,False,False,False,False,56,True,,2299,2004,5295,2,1513,Java,1196,7452,4576,7448,1701
369,apache#incubator-kie-kogito-apps,apache,incubator-kie-kogito-apps,https://github.com/apache/incubator-kie-kogito-apps,2019-10-21T13:09:46Z,2025-06-02T06:26:06Z,2025-06-02T06:26:02Z,77153,Java,149,66,66,True,False,False,False,77,True,,1531,1493,2050,3,66,Java,1335,13172,7042,13172,0
370,apache#echarts-doc,apache,echarts-doc,https://github.com/apache/echarts-doc,2016-07-07T07:09:32Z,2025-05-24T19:20:07Z,2025-05-24T19:20:04Z,228918,JavaScript,186,243,243,True,False,False,False,92,True,,2688,386,3447,1,243,JavaScript,133,14595,306,29,0
371,apache#openwhisk-wskdeploy,apache,openwhisk-wskdeploy,https://github.com/apache/openwhisk-wskdeploy,2016-10-05T22:36:44Z,2025-01-03T20:52:37Z,2024-12-12T23:24:42Z,13702,Go,74,76,76,True,False,False,False,39,True,,584,503,2990,9,76,Go,185,763,757,761,0
372,apache#guacamole-server,apache,guacamole-server,https://github.com/apache/guacamole-server,2016-03-22T07:00:06Z,2025-06-02T08:52:23Z,2025-06-02T07:35:36Z,33187,C,684,3379,3379,False,False,False,False,63,True,,4098,2547,5293,2,3379,C,278,2294,948,1984,0
373,apache#apr,apache,apr,https://github.com/apache/apr,2009-03-27T15:41:55Z,2025-05-26T09:07:10Z,2025-05-18T18:52:20Z,105210,C,213,502,502,False,False,False,False,30,True,,9514,64,9423,4,502,C,395,4711,102,698,184
374,apache#johnzon,apache,johnzon,https://github.com/apache/johnzon,2014-09-11T07:00:06Z,2025-05-31T18:37:14Z,2025-05-14T16:38:50Z,52366,Java,64,52,52,False,False,False,False,28,True,,1076,525,3980,1,52,Java,443,4773,608,4448,417
375,apache#ofbiz-framework,apache,ofbiz-framework,https://github.com/apache/ofbiz-framework,2017-02-13T08:00:07Z,2025-05-30T03:51:54Z,2025-05-29T13:39:20Z,348538,Java,578,893,893,False,False,False,False,74,True,,29402,11540,6914,6,893,Java,2022,30076,32161,24587,13239
376,apache#netbeans,apache,netbeans,https://github.com/apache/netbeans,2017-09-01T07:00:11Z,2025-06-02T09:08:20Z,2025-06-01T20:22:18Z,5562457,Java,887,2822,2822,True,False,False,False,229,True,,11216,6280,4334,19,2822,Java,46447,380273,124221,299971,6305
377,apache#pulsar-client-python,apache,pulsar-client-python,https://github.com/apache/pulsar-client-python,2022-09-29T01:10:23Z,2025-05-16T12:02:35Z,2025-05-16T12:02:30Z,6795,Python,45,63,63,True,False,False,False,72,True,,315,314,2891,2,63,Python,42,451,149,451,0
378,apache#cloudberry,apache,cloudberry,https://github.com/apache/cloudberry,2023-05-24T06:58:16Z,2025-06-02T00:07:09Z,2025-05-31T10:51:17Z,2294143,C,159,971,971,True,False,False,False,228,True,,71503,5647,10559,9,971,C,6409,89065,25581,54461,1
379,apache#cassandra-spark-connector,apache,cassandra-spark-connector,https://github.com/apache/cassandra-spark-connector,2014-06-27T15:45:54Z,2025-05-29T14:32:20Z,2025-04-29T09:28:59Z,39217,Scala,923,1948,1948,False,False,False,False,94,True,,3238,2066,3967,3,1948,Scala,413,2110,1642,2072,0
380,apache#iggy,apache,iggy,https://github.com/apache/iggy,2023-03-18T21:39:42Z,2025-06-02T09:21:35Z,2025-06-02T09:22:29Z,118160,Rust,138,2548,2548,True,False,False,False,43,True,,1088,901,792,9,2548,Rust,1531,3740,3719,3636,0
381,apache#cordova-android,apache,cordova-android,https://github.com/apache/cordova-android,2012-11-28T08:00:22Z,2025-05-30T09:03:53Z,2025-04-30T05:30:28Z,13161,JavaScript,1553,3718,3718,True,False,False,False,182,True,,4133,1608,6034,4,3718,JavaScript,121,7463,2096,5524,0
382,apache#skywalking-go,apache,skywalking-go,https://github.com/apache/skywalking-go,2023-04-11T03:32:47Z,2025-06-02T02:45:44Z,2025-05-11T13:09:20Z,21475,Go,103,335,335,False,False,False,False,33,True,,151,150,761,1,335,Go,355,695,774,695,0
383,apache#kudu,apache,kudu,https://github.com/apache/kudu,2016-01-29T08:00:06Z,2025-05-30T14:13:22Z,2025-05-30T16:05:41Z,396433,C++,653,1871,1871,False,False,False,False,125,True,,10520,2690,4619,10,1871,C++,1254,30621,2959,25025,3514
384,apache#commons-lang,apache,commons-lang,https://github.com/apache/commons-lang,2009-05-21T01:24:46Z,2025-05-29T18:13:11Z,2025-05-28T22:12:58Z,96983,Java,1667,2802,2802,False,False,False,False,218,True,,8499,2370,8357,1,2802,Java,512,14930,1042,11095,1734
385,apache#maven-scm,apache,maven-scm,https://github.com/apache/maven-scm,2009-05-21T00:33:04Z,2025-05-12T08:48:49Z,2025-05-22T18:52:06Z,25789,Java,178,96,96,True,False,False,False,64,True,,2257,823,7685,2,96,Java,440,5619,2083,4921,0
386,apache#incubator-hugegraph-doc,apache,incubator-hugegraph-doc,https://github.com/apache/incubator-hugegraph-doc,2018-06-19T07:24:51Z,2025-03-10T06:37:26Z,2025-03-11T06:18:51Z,1549,JavaScript,102,65,65,True,False,False,False,54,True,,273,220,1171,1,65,JavaScript,19,2961,1926,176,0
387,apache#grails-core,apache,grails-core,https://github.com/apache/grails-core,2010-02-10T23:57:57Z,2025-06-02T04:29:04Z,2025-06-02T04:29:00Z,335633,HTML,957,2824,2824,True,False,False,False,296,True,,51100,14244,6650,4,2824,Groovy,4980,25637,12226,13746,0
388,apache#gravitino,apache,gravitino,https://github.com/apache/gravitino,2023-04-23T02:09:00Z,2025-06-02T07:30:59Z,2025-06-01T08:24:53Z,316944,Java,475,1539,1539,True,False,False,False,166,True,,2574,2566,775,8,1539,Java,3283,19153,10169,19147,0
389,apache#spamassassin,apache,spamassassin,https://github.com/apache/spamassassin,2009-05-20T01:47:48Z,2025-06-02T08:31:54Z,2025-06-02T08:31:50Z,97809,Perl,79,302,302,False,False,False,False,5,True,,30452,477,8812,5,302,Perl,361,2757,350,950,1875
390,apache#httpcomponents-core,apache,httpcomponents-core,https://github.com/apache/httpcomponents-core,2009-05-21T01:41:50Z,2025-05-29T16:07:12Z,2025-05-29T16:07:08Z,87937,Java,351,359,359,False,False,False,False,81,True,,3971,804,7422,1,359,Java,993,14288,1682,9621,758
391,apache#incubator-kie-kogito-runtimes,apache,incubator-kie-kogito-runtimes,https://github.com/apache/incubator-kie-kogito-runtimes,2019-03-07T08:49:09Z,2025-05-30T17:08:20Z,2025-06-01T07:07:52Z,230292,Java,236,567,567,True,False,False,False,245,True,,20823,12360,7122,5,567,Java,3779,145588,48693,135875,0
392,apache#seatunnel,apache,seatunnel,https://github.com/apache/seatunnel,2017-08-05T09:14:47Z,2025-06-02T11:28:05Z,2025-05-29T12:38:23Z,362892,Java,1991,8542,8542,True,False,False,False,378,True,,4943,3974,2861,5,8542,Java,3844,23454,10816,23084,0
393,apache#answer-plugins,apache,answer-plugins,https://github.com/apache/answer-plugins,2023-02-01T08:02:09Z,2025-05-23T06:07:28Z,2025-04-23T09:50:55Z,11785,Go,58,99,99,True,False,False,False,25,True,,591,32,811,2,99,Go,160,201,101,71,0
394,apache#ant,apache,ant,https://github.com/apache/ant,2014-05-28T07:00:08Z,2025-06-01T13:52:44Z,2025-06-01T13:52:40Z,147340,Java,443,439,439,False,False,False,False,78,True,,15036,319,9275,4,439,Java,1337,27191,2242,13815,951
395,apache#iceberg-go,apache,iceberg-go,https://github.com/apache/iceberg-go,2023-08-11T06:07:45Z,2025-05-30T18:48:48Z,2025-06-01T08:27:26Z,36187,Go,81,273,273,True,False,False,False,32,True,,272,267,660,3,273,Go,100,1070,144,1070,0
396,apache#daffodil,apache,daffodil,https://github.com/apache/daffodil,2017-08-29T07:00:10Z,2025-05-23T16:10:35Z,2025-05-23T17:40:29Z,129547,Scala,73,96,96,False,False,False,False,36,True,,4268,2507,5047,5,96,Scala,961,11767,6911,11058,2958
397,apache#flink-connector-jdbc,apache,flink-connector-jdbc,https://github.com/apache/flink-connector-jdbc,2022-11-23T21:59:29Z,2025-06-01T02:46:48Z,2025-04-27T06:53:01Z,27330,Java,179,153,153,False,False,False,False,88,True,,334,283,1925,1,153,Java,313,2993,1306,2993,0
398,apache#parquet-format,apache,parquet-format,https://github.com/apache/parquet-format,2014-06-10T07:00:07Z,2025-06-02T13:40:39Z,2025-06-01T13:03:30Z,17,Thrift,441,1956,1956,True,False,False,False,72,True,,409,264,4505,1,1956,BASH,1,137,64,137,0
399,apache#directory-scimple,apache,directory-scimple,https://github.com/apache/directory-scimple,2018-06-18T19:04:19Z,2025-05-30T13:27:50Z,2025-05-30T13:29:31Z,21705,Java,41,77,77,True,False,False,False,22,True,,2198,697,3354,2,77,Java,259,2812,211,1772,0
400,apache#nuttx-apps,apache,nuttx-apps,https://github.com/apache/nuttx-apps,2019-12-14T23:26:26Z,2025-06-01T20:11:05Z,2025-06-02T07:00:52Z,332645,C,609,348,348,True,False,False,False,285,True,,8426,280,5199,11,348,C,1706,10755,910,1764,0
401,apache#roller,apache,roller,https://github.com/apache/roller,2009-05-21T02:42:21Z,2025-04-13T19:20:02Z,2025-04-06T20:06:24Z,57352,Java,139,125,125,False,False,False,False,14,True,,4785,712,7242,6,125,Java,641,19127,5768,8924,2143
402,apache#tsfile,apache,tsfile,https://github.com/apache/tsfile,2023-11-17T08:07:14Z,2025-05-30T08:26:58Z,2025-06-01T07:00:40Z,134642,Java,66,137,137,True,False,False,False,112,True,,1315,864,2389,12,137,Java,1010,14805,3417,12453,0
403,apache#maven-build-cache-extension,apache,maven-build-cache-extension,https://github.com/apache/maven-build-cache-extension,2022-01-04T12:02:15Z,2025-06-02T13:39:24Z,2025-06-02T08:21:06Z,9600,Java,48,132,132,True,False,False,False,31,True,,349,175,1394,3,132,Java,118,2812,718,2802,0
404,apache#cassandra,apache,cassandra,https://github.com/apache/cassandra,2009-05-21T02:10:09Z,2025-06-02T10:42:04Z,2025-06-02T10:42:01Z,914861,Java,3709,9222,9222,False,False,False,False,270,True,,31133,12505,5939,3,9222,Java,5787,114457,13175,113154,254
405,apache#dubbo-go-pixiu,apache,dubbo-go-pixiu,https://github.com/apache/dubbo-go-pixiu,2020-01-16T06:27:37Z,2025-06-02T11:37:59Z,2025-05-31T13:44:55Z,23768,Go,159,499,499,True,False,False,False,56,True,,1922,439,1962,1,499,Go,267,14253,4375,9243,0
406,apache#incubator-hugegraph,apache,incubator-hugegraph,https://github.com/apache/incubator-hugegraph,2018-07-18T03:30:20Z,2025-05-31T12:29:10Z,2025-05-14T10:51:55Z,211038,Java,542,2754,2754,True,False,False,False,77,True,,1972,992,3034,3,2754,Java,1454,17991,4584,16037,0
407,apache#atlas,apache,atlas,https://github.com/apache/atlas,2017-07-22T07:00:08Z,2025-05-29T08:46:36Z,2025-05-29T09:55:31Z,308172,Java,878,1940,1940,False,False,False,False,134,True,,3941,3261,3851,4,1940,Java,1637,29364,5910,28190,4999
408,apache#maven-resolver,apache,maven-resolver,https://github.com/apache/maven-resolver,2016-09-14T07:00:07Z,2025-05-25T19:31:21Z,2025-05-30T05:52:50Z,61078,Java,134,133,133,False,False,False,False,45,True,,1342,574,4972,2,133,Java,805,7272,3062,6153,0
409,apache#maven-javadoc-plugin,apache,maven-javadoc-plugin,https://github.com/apache/maven-javadoc-plugin,2017-12-09T15:10:11Z,2025-06-02T11:08:19Z,2025-06-02T14:14:41Z,15771,Java,99,89,89,True,False,False,False,71,True,,1473,670,7259,2,89,Java,474,1150,1525,1135,0
410,apache#dolphinscheduler,apache,dolphinscheduler,https://github.com/apache/dolphinscheduler,2019-03-01T16:39:25Z,2025-06-02T12:57:53Z,2025-05-29T03:17:18Z,216040,Java,4806,13540,13540,True,False,False,False,359,True,,8666,6081,2288,5,13540,Java,3166,28359,12633,27148,0
411,apache#servicemix-bundles,apache,servicemix-bundles,https://github.com/apache/servicemix-bundles,2015-03-10T19:06:30Z,2025-05-05T17:37:46Z,2025-05-27T19:44:32Z,15787,Java,108,56,56,False,False,False,False,53,True,,28292,4724,6159,2,56,Java,63,508,17508,504,0
412,apache#seatunnel-web,apache,seatunnel-web,https://github.com/apache/seatunnel-web,2022-09-26T02:58:17Z,2025-05-30T23:27:10Z,2025-05-07T06:23:38Z,50621,Java,308,688,688,False,False,False,False,143,True,,2323,1393,2831,5,688,Java,806,7814,5188,7449,0
413,apache#activemq,apache,activemq,https://github.com/apache/activemq,2009-05-21T01:33:45Z,2025-05-31T05:56:06Z,2025-05-31T05:57:18Z,454445,Java,1465,2359,2359,False,False,False,False,147,True,,12047,7065,7115,8,2359,Java,4472,51416,10918,42054,648
414,apache#grails-spring-security,apache,grails-spring-security,https://github.com/apache/grails-spring-security,2010-03-22T17:44:03Z,2025-05-04T17:49:30Z,2025-06-01T20:42:56Z,32756,Groovy,226,261,261,True,False,False,False,115,True,,3751,1052,5553,3,261,Groovy,776,1647,1411,218,0
415,apache#hudi-rs,apache,hudi-rs,https://github.com/apache/hudi-rs,2024-05-02T21:40:33Z,2025-06-02T07:39:38Z,2025-06-02T07:39:39Z,13272,Rust,44,222,222,True,False,False,False,14,True,,161,160,396,4,222,Rust,88,713,323,713,0
416,apache#cordova-cli,apache,cordova-cli,https://github.com/apache/cordova-cli,2012-12-12T08:00:28Z,2025-04-28T04:04:27Z,2024-12-20T20:20:29Z,845,JavaScript,344,951,951,True,False,False,False,89,True,,1409,700,4582,1,951,JavaScript,7,3775,447,1047,0
417,apache#ignite,apache,ignite,https://github.com/apache/ignite,2015-02-19T08:00:05Z,2025-06-02T12:18:52Z,2025-06-02T12:18:47Z,1466201,Java,1922,4935,4935,True,False,False,False,255,True,,29396,13932,4123,10,4935,Java,12185,210305,38393,202084,25540
418,apache#pulsar-dotpulsar,apache,pulsar-dotpulsar,https://github.com/apache/pulsar-dotpulsar,2018-11-07T18:22:16Z,2025-05-30T08:10:24Z,2025-05-30T08:10:21Z,16798,C#,74,256,256,True,False,False,False,28,True,,527,119,2111,1,256,C#,330,1137,265,697,0
419,apache#tomee,apache,tomee,https://github.com/apache/tomee,2013-01-22T08:00:16Z,2025-06-02T06:08:42Z,2025-06-02T06:08:40Z,520849,Java,695,465,465,False,False,False,False,124,True,,15650,5529,7095,7,465,Java,6345,56306,10334,36610,5
420,apache#mina-sshd,apache,mina-sshd,https://github.com/apache/mina-sshd,2010-05-26T23:38:08Z,2025-05-31T09:59:00Z,2025-06-02T12:24:46Z,142057,Java,368,978,978,True,False,False,False,75,True,,3031,1585,6020,2,978,Java,1405,15384,3312,13640,0
421,apache#felix-dev,apache,felix-dev,https://github.com/apache/felix-dev,2020-02-24T22:09:29Z,2025-06-01T08:10:22Z,2025-06-01T08:10:20Z,425603,Java,142,150,150,False,False,False,False,75,True,,17524,7490,7261,4,150,Java,4093,54636,15387,44392,6682
422,apache#beam,apache,beam,https://github.com/apache/beam,2016-02-02T08:00:06Z,2025-06-02T14:01:58Z,2025-06-02T14:07:05Z,1457408,Java,4350,8128,8128,True,False,False,False,305,True,,44926,28136,3983,13,8128,Java,10274,109846,22443,94989,14551
423,apache#qpid-jms,apache,qpid-jms,https://github.com/apache/qpid-jms,2014-09-24T07:00:07Z,2025-02-14T18:36:16Z,2025-02-14T18:36:12Z,113158,Java,153,75,75,False,False,False,False,20,True,,2428,1094,4279,1,75,Java,683,13451,895,12128,602
424,apache#causeway,apache,causeway,https://github.com/apache/causeway,2012-11-30T08:00:24Z,2025-06-02T05:14:53Z,2025-06-02T05:14:55Z,301568,Java,307,869,869,False,False,False,False,46,True,,28759,21909,7611,4,869,Java,5306,121850,117983,101100,3879
425,apache#cordova-mobile-spec,apache,cordova-mobile-spec,https://github.com/apache/cordova-mobile-spec,2012-11-28T08:00:19Z,2025-03-23T00:31:46Z,2025-03-18T02:04:06Z,1539,JavaScript,104,65,65,True,False,False,False,48,True,,851,362,5715,2,65,JavaScript,29,1157,276,584,0
